Timestamp,Username,VideoID,Comment,Date
2023-09-29T11:00:33Z,@JackWeed-nm1vq,-f_LV-6PuFA,Or because this platform have been used for 4 yrs and petrol models still sell at a much higher percentage. Buy the time of ICE ban the next 2008 will be out on dedicated E architecture.,2023-09-29T11:00:33Z
2023-09-29T11:08:52Z,@didierpuzenat7280,-f_LV-6PuFA,"@@JackWeed-nm1vq Sure, but it is the same, minimum investment in EVs. It could be a good strategy if the result was lower costs but no, this EV is not cheaper. At the end of the day sells will be very low for this car while it is supposed to be new. To mach the concurrence in 2023 you need dedicated EV plateformes.",2024-06-12T22:03:15Z
2023-09-29T11:18:14Z,@JackWeed-nm1vq,-f_LV-6PuFA,"@@didierpuzenat7280 but it doesn’t seem worthwhile for manufacturers given the better selling dedicated EVs ID3, Cupra Born and Fiat 500e have all had their production paused due to demand. And we’re talking top 10 best selling EVs. I think the E2008 was the best selling electric BSuv for a period in Europe. It makes sense we are still early on in EV adoption as a percentage of total passenger vehicle sales. It makes sense that a car past the point of facelift stage is not on dedicated ev architecture. The next gen will be and before any bsuvs from a number of its competitors. The EPuma is yet to launch, which won’t be dedicated arochirecture and the E2008 is more than halfway through its lifecycle",2024-06-12T22:03:15Z
2023-09-29T11:40:32Z,@didierpuzenat7280,-f_LV-6PuFA,"@@JackWeed-nm1vq Maybe there is indeed a lack of demand, but not for EVs since Tesla sells are great. So the goal for automakers should be to close the gap with Tesla (and soon chinese EVs), and it will be difficult when you have to make compromise because your plateforme must be compatible with an internal combustion engine. For example it will be difficult to have a bigger battery in the e2008 or to switch to LFP. However I am not saying that this e2008 is doomed, just that is will mostly appeal to fans of the brand, or people not well informed of what other brands have to sell, eg because they are used to go to a Peugeot dealer. And of course, for a few buyers with specific needs, this e2008 will be the best car.",2024-06-12T22:03:15Z
2023-09-29T12:53:44Z,@JackWeed-nm1vq,-f_LV-6PuFA,"@@didierpuzenat7280 yes agreed. All my explanation was/is is that the E2008 and been pretty well positioned for the last 4yrs and will remain competitive as this review explain for at least another two yrs. Then time for the new dedicated platform. That’s why I think it’s been a good strategy. Tesla also had the desirability of being totally electric (not being a legacy) for the early adopters who are into tech etc. The legacy are better aligned for the remainder than will adopt more slowly. Secondly I still personally think there’s space for a direct Tesla competitor, if we’re going to make more ethics and considered purchases Tesla has draw backs. Elon also undermines the brand and his customer base but that’s a separate issue",2024-06-12T22:03:15Z
2023-09-27T13:20:09Z,@smarshallsay,-f_LV-6PuFA,# is not called a hashtag,2023-09-27T13:20:09Z
2023-09-27T12:42:55Z,@DanRyzESPUK,-f_LV-6PuFA,Needs priced reduced by at least 6k if not more.,2023-09-27T12:42:55Z
2023-09-27T11:33:58Z,@naferemix,-f_LV-6PuFA,The motoring industry has just become about how good the graphics are on screens 🙃,2023-09-27T11:33:58Z
2023-09-27T11:14:31Z,@rammisinghxx,-f_LV-6PuFA,"Hey guys, why did you disable comments on your sponsored ""Best Home Charger"" video?",2023-09-27T11:14:31Z
2023-09-27T11:04:04Z,@nathanwolf5547,-f_LV-6PuFA,"It seems really poor to charge for the heated elements of the car, when the competition include them, even in the base versions. It strikes me that Peugeot are still too far behind the Koreans and the Chinese. This is an old technology car and nothing can disguise that. It’s still doesn’t have enough room for a disabled driver to fit a reasonable size wheelchair in the back or in the boot.",2023-09-27T11:04:04Z
